0,obs_id,Introduction,Campus Afflication,Gender,Gender (Other),Race/Ethnicity,Race/Ethnicity (Other),Employment,Zipcode,Modes,BayPass Access,choice,tt_walk,wt_walk,cost_walk,tt_bike,wt_bike,cost_bike,tt_bus,wt_bus,cost_bus,tt_rail,wt_rail,cost_rail,tt_drive,wt_drive,cost_drive,tt_rideshare,wt_rideshare,cost_rideshare,BayPass,Unnamed: 0_x,Percent_Developed_x,Percent_TOD_x,student_dummy,employed_dummy,Unnamed: 0_y,Percent_Developed_y,Percent_TOD_y
486,92,"Yes, I consent",I am not affiliated with UC Berkeley,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94804,"Walk,Drive alone",No,1,30,0,0,35,0,0,15,5,4,10,10,6,5,15,7,5,7,20,0,178,98.11016396,61.56853093,0,1,178,98.11016396,61.56853093
487,92,"Yes, I consent",I am not affiliated with UC Berkeley,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94804,"Walk,Drive alone",No,4,30,0,0,40,0,0,35,0,6,12,0,3,25,10,3,5,10,5,0,178,98.11016396,61.56853093,0,1,178,98.11016396,61.56853093
488,92,"Yes, I consent",I am not affiliated with UC Berkeley,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94804,"Walk,Drive alone",No,4,35,0,0,15,0,0,25,12,0,5,12,0,15,12,6,10,12,7,1,178,98.11016396,61.56853093,0,1,178,98.11016396,61.56853093
489,92,"Yes, I consent",I am not affiliated with UC Berkeley,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94804,"Walk,Drive alone",No,3,45,0,0,20,0,0,10,15,0,20,7,0,20,10,8,15,15,20,1,178,98.11016396,61.56853093,0,1,178,98.11016396,61.56853093
490,92,"Yes, I consent",I am not affiliated with UC Berkeley,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94804,"Walk,Drive alone",No,5,40,0,0,25,0,0,35,20,4,10,10,7,5,10,2,20,10,10,0,178,98.11016396,61.56853093,0,1,178,98.11016396,61.56853093
491,92,"Yes, I consent",I am not affiliated with UC Berkeley,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94804,"Walk,Drive alone",No,3,55,0,0,12,0,0,5,10,0,15,12,0,5,12,3,25,12,15,1,178,98.11016396,61.56853093,0,1,178,98.11016396,61.56853093
492,94,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94702,"AC Transit,Walk,Personal bike,Carpool",No,5,55,0,0,35,0,0,20,0,4,35,5,7,5,7,8,12,15,12,0,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
493,94,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94702,"AC Transit,Walk,Personal bike,Carpool",No,2,25,0,0,12,0,0,5,10,0,30,0,0,5,5,10,10,5,8,1,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
494,94,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94702,"AC Transit,Walk,Personal bike,Carpool",No,1,20,0,0,30,0,0,5,12,1,15,5,7,25,0,3,5,20,8,0,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
495,94,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94702,"AC Transit,Walk,Personal bike,Carpool",No,5,45,0,0,20,0,0,20,0,0,30,12,0,5,10,2,20,20,10,1,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
496,94,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94702,"AC Transit,Walk,Personal bike,Carpool",No,2,20,0,0,20,0,0,15,7,0,10,15,0,25,5,9,5,20,17,1,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
497,94,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",94702,"AC Transit,Walk,Personal bike,Carpool",No,5,40,0,0,20,0,0,25,0,4,15,15,8,12,12,3,5,20,12,0,166,98.99301077,100.0000005,1,1,166,98.99301077,100.0000005
498,95,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,Walk",No,4,50,0,0,25,0,0,25,5,0,15,7,0,12,7,8,5,15,15,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
499,95,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,Walk",No,5,40,0,0,45,0,0,20,20,5,12,20,2,10,7,1,12,5,8,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
500,95,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,Walk",No,5,40,0,0,40,0,0,10,20,0,15,20,0,15,7,4,12,5,6,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
501,95,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,Walk",No,1,25,0,0,40,0,0,5,7,6,30,15,7,12,15,3,5,12,7,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
502,95,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,Walk",No,1,20,0,0,15,0,0,15,5,4,15,20,6,5,5,2,15,7,8,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
503,95,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,Walk",No,5,50,0,0,40,0,0,30,5,0,10,7,0,10,0,2,5,5,15,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
504,97,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,Walk",No,3,45,0,0,20,0,0,12,0,4,30,7,1,25,20,9,10,12,7,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
505,97,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,Walk",No,3,17,0,0,15,0,0,15,20,0,30,7,0,10,12,10,10,10,7,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
506,97,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,Walk",No,1,30,0,0,30,0,0,35,5,5,20,20,7,10,5,7,20,5,6,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
507,97,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,Walk",No,3,35,0,0,15,0,0,5,0,2,10,5,6,20,15,4,12,10,12,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
508,97,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,Walk",No,4,20,0,0,30,0,0,35,10,0,35,0,0,15,20,5,25,5,12,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
509,97,"Yes, I consent",Graduate student,Female,Did Not Response,Asian,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,Walk",No,4,40,0,0,15,0,0,25,20,0,25,0,0,10,0,5,5,10,17,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
510,98,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as faculty/staff",94609,AC Transit,No,3,40,0,0,25,0,0,15,7,0,5,7,0,10,0,4,5,0,6,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
511,98,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as faculty/staff",94609,AC Transit,No,3,25,0,0,30,0,0,35,15,5,15,10,2,10,5,6,12,5,7,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
512,98,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as faculty/staff",94609,AC Transit,No,3,30,0,0,40,0,0,35,5,0,30,5,0,10,0,7,12,12,15,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
513,98,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as faculty/staff",94609,AC Transit,No,3,35,0,0,20,0,0,20,12,5,10,12,6,10,5,6,20,12,5,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
514,98,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as faculty/staff",94609,AC Transit,No,3,25,0,0,30,0,0,5,0,0,35,15,0,10,10,4,15,12,12,1,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
515,98,"Yes, I consent",Graduate student,Female,Did Not Response,White,Did Not Response,"Yes, employed on campus as faculty/staff",94609,AC Transit,No,3,25,0,0,15,0,0,5,15,2,25,0,4,15,15,3,10,5,7,0,158,99.9799905,100.0000003,1,1,158,99.9799905,100.0000003
516,100,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94122,Drive alone,No,6,25,0,0,45,0,0,20,0,2,25,5,7,25,15,8,5,12,5,0,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
517,100,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94122,Drive alone,No,6,17,0,0,35,0,0,15,15,0,5,15,0,10,15,7,15,7,6,1,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
518,100,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94122,Drive alone,No,5,30,0,0,35,0,0,30,15,5,25,0,7,5,5,10,5,7,5,0,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
519,100,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94122,Drive alone,No,5,20,0,0,12,0,0,10,12,6,5,10,7,5,5,2,15,0,17,0,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
520,100,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94122,Drive alone,No,5,20,0,0,15,0,0,12,7,0,10,10,0,10,0,4,15,10,8,1,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
521,100,"Yes, I consent",I am not affiliated with UC Berkeley,Female,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94122,Drive alone,No,2,35,0,0,12,0,0,35,20,0,35,12,0,5,10,2,10,7,17,1,42,80.86598143,99.84363557,0,1,42,80.86598143,99.84363557
522,101,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Black or African American",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Drive alone,Carpool",Yes,1,17,0,0,12,0,0,25,7,0,12,12,0,25,7,6,25,10,9,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
523,101,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Black or African American",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Drive alone,Carpool",Yes,3,50,0,0,20,0,0,5,10,1,5,20,4,15,5,6,15,0,8,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
524,101,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Black or African American",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Drive alone,Carpool",Yes,3,55,0,0,20,0,0,10,0,0,5,10,0,5,20,4,15,20,8,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
525,101,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Black or African American",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Drive alone,Carpool",Yes,4,35,0,0,30,0,0,15,20,0,25,0,0,5,10,6,25,0,5,1,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
526,101,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Black or African American",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Drive alone,Carpool",Yes,4,35,0,0,35,0,0,20,15,4,10,20,3,15,0,4,20,12,9,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
527,101,"Yes, I consent",Graduate student,Female,Did Not Response,"White,Black or African American",Did Not Response,"Yes, employed on campus as a student",0,"AC Transit,BART,Walk,Drive alone,Carpool",Yes,3,30,0,0,35,0,0,10,0,4,5,10,3,5,15,4,20,15,15,0,Did Not Response,Did Not Response,Did Not Response,1,1,0,0,0
528,105,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",No,3,35,0,0,35,0,0,12,12,3,25,12,6,15,5,10,20,7,10,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
529,105,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",No,1,25,0,0,45,0,0,15,20,0,30,5,0,5,10,1,25,0,10,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
530,105,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",No,1,20,0,0,45,0,0,5,12,6,15,7,2,20,0,6,15,15,10,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
531,105,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",No,4,55,0,0,35,0,0,25,15,0,12,10,0,12,0,3,15,10,15,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
532,105,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",No,4,40,0,0,45,0,0,10,15,6,12,20,2,15,12,9,20,5,17,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
533,105,"Yes, I consent",Graduate student,Male,Did Not Response,Asian,Did Not Response,"Yes, employed off campus",94704,"AC Transit,BART,Walk,Personal bike,Carpool",No,2,50,0,0,12,0,0,10,10,0,20,15,0,12,12,10,12,5,12,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
534,106,"Yes, I consent",Alumnus,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Personal bike,Other (type below)",No,1,17,0,0,15,0,0,30,12,0,12,10,0,5,10,8,5,10,9,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
535,106,"Yes, I consent",Alumnus,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Personal bike,Other (type below)",No,4,30,0,0,20,0,0,35,10,0,15,0,0,25,10,5,10,20,9,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
536,106,"Yes, I consent",Alumnus,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Personal bike,Other (type below)",No,1,20,0,0,20,0,0,5,10,4,35,10,1,10,5,2,10,7,8,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
537,106,"Yes, I consent",Alumnus,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Personal bike,Other (type below)",No,1,25,0,0,30,0,0,25,12,0,25,12,0,25,20,10,25,7,10,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
538,106,"Yes, I consent",Alumnus,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Personal bike,Other (type below)",No,1,17,0,0,40,0,0,15,7,1,5,5,6,10,5,10,20,12,6,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
539,106,"Yes, I consent",Alumnus,Female,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,BART,Walk,Personal bike,Other (type below)",No,3,40,0,0,25,0,0,35,12,2,20,12,5,5,10,8,20,10,20,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
540,107,"Yes, I consent",Alumnus,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",95014,"Walk,Personal bike,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,2,55,0,0,20,0,0,12,15,0,35,10,0,15,7,1,25,20,9,1,200,31.80313435,23.69920849,0,1,200,31.80313435,23.69920849
541,107,"Yes, I consent",Alumnus,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",95014,"Walk,Personal bike,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,4,55,0,0,15,0,0,30,0,1,5,10,3,15,5,6,25,5,15,0,200,31.80313435,23.69920849,0,1,200,31.80313435,23.69920849
542,107,"Yes, I consent",Alumnus,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",95014,"Walk,Personal bike,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,3,45,0,0,40,0,0,15,10,0,35,20,0,5,5,8,20,20,10,1,200,31.80313435,23.69920849,0,1,200,31.80313435,23.69920849
543,107,"Yes, I consent",Alumnus,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",95014,"Walk,Personal bike,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,2,30,0,0,12,0,0,35,7,0,30,20,0,5,7,7,5,0,10,1,200,31.80313435,23.69920849,0,1,200,31.80313435,23.69920849
544,107,"Yes, I consent",Alumnus,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",95014,"Walk,Personal bike,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,1,20,0,0,15,0,0,15,10,5,20,12,5,10,15,9,15,15,20,0,200,31.80313435,23.69920849,0,1,200,31.80313435,23.69920849
545,107,"Yes, I consent",Alumnus,Male,Did Not Response,"White,Asian",Did Not Response,"Yes, employed off campus",95014,"Walk,Personal bike,Drive alone,Carpool,Rideshare (ex: Uber, Lyft)",No,3,45,0,0,15,0,0,5,5,6,10,10,2,25,10,8,5,0,5,0,200,31.80313435,23.69920849,0,1,200,31.80313435,23.69920849
546,109,"Yes, I consent",Alumnus,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,35,0,0,15,0,0,10,0,1,35,15,2,10,7,6,15,7,10,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
547,109,"Yes, I consent",Alumnus,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,17,0,0,35,0,0,20,20,0,20,12,0,12,15,5,25,10,12,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
548,109,"Yes, I consent",Alumnus,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,Drive alone,Rideshare (ex: Uber, Lyft)",No,1,17,0,0,25,0,0,30,20,6,25,7,4,5,12,2,20,20,9,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
549,109,"Yes, I consent",Alumnus,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,Drive alone,Rideshare (ex: Uber, Lyft)",No,4,55,0,0,40,0,0,15,12,0,12,10,0,15,10,9,15,12,15,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
550,109,"Yes, I consent",Alumnus,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,Drive alone,Rideshare (ex: Uber, Lyft)",No,5,35,0,0,45,0,0,30,0,4,12,7,1,5,5,5,15,12,9,0,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
551,109,"Yes, I consent",Alumnus,Non-binary,Did Not Response,White,Did Not Response,"Yes, employed off campus",94608,"AC Transit,Drive alone,Rideshare (ex: Uber, Lyft)",No,3,20,0,0,40,0,0,5,0,0,35,0,0,12,15,8,25,0,12,1,157,99.64660947,99.16200905,0,1,157,99.64660947,99.16200905
552,110,"Yes, I consent",I am not affiliated with UC Berkeley,"Female,Non-binary",Did Not Response,White,Did Not Response,"Yes, employed off campus",97403,"BART,Walk,Personal bike",No,4,25,0,0,40,0,0,15,12,0,12,12,0,15,15,10,25,12,20,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
553,110,"Yes, I consent",I am not affiliated with UC Berkeley,"Female,Non-binary",Did Not Response,White,Did Not Response,"Yes, employed off campus",97403,"BART,Walk,Personal bike",No,3,45,0,0,30,0,0,15,0,1,35,7,2,20,15,6,5,12,8,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
554,110,"Yes, I consent",I am not affiliated with UC Berkeley,"Female,Non-binary",Did Not Response,White,Did Not Response,"Yes, employed off campus",97403,"BART,Walk,Personal bike",No,2,35,0,0,15,0,0,20,15,0,25,0,0,25,0,7,12,10,20,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
555,110,"Yes, I consent",I am not affiliated with UC Berkeley,"Female,Non-binary",Did Not Response,White,Did Not Response,"Yes, employed off campus",97403,"BART,Walk,Personal bike",No,3,17,0,0,45,0,0,15,0,1,15,7,4,15,12,3,25,12,15,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
556,110,"Yes, I consent",I am not affiliated with UC Berkeley,"Female,Non-binary",Did Not Response,White,Did Not Response,"Yes, employed off campus",97403,"BART,Walk,Personal bike",No,1,25,0,0,30,0,0,10,15,5,35,20,4,20,5,9,15,0,6,0,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
557,110,"Yes, I consent",I am not affiliated with UC Berkeley,"Female,Non-binary",Did Not Response,White,Did Not Response,"Yes, employed off campus",97403,"BART,Walk,Personal bike",No,3,50,0,0,25,0,0,20,0,0,15,12,0,5,0,3,10,7,7,1,Did Not Response,Did Not Response,Did Not Response,0,1,0,0,0
558,111,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,4,25,0,0,12,0,0,25,5,0,5,7,0,5,20,2,12,0,20,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
559,111,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,1,17,0,0,25,0,0,25,20,0,35,15,0,5,20,9,25,20,12,1,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
560,111,"Yes, I consent",Graduate student,Female,Did Not Response,Hispanic or Latinx,Did Not Response,"Yes, employed on campus as a student",94704,"AC Transit,BART,Walk,Rideshare (ex: Uber, Lyft)",No,3,35,0,0,15,0,0,5,5,4,15,12,6,5,10,2,10,7,9,0,168,93.18486751,98.48687783,1,1,168,93.18486751,98.48687783
